"SITEID","SITENAME","SITEDESCRI","SITETYPE","SITESTATUS","POSTCODE","DIRECTIONS","W3W","X","Y","CATEGORY"
"12078","CREWKERNE","MAIDEN BEECH RES AND BOOSTER","Distribution Site","In Use","TA18 8HG","THE STATION LIES ON THE SOUTH WEST OUTSKIRTS OF CREWKERNE ADJACENT TO LYME ROAD (B3165). THE ENTRANCE TO THE SITE IS OPPOSITE MAIDEN BEECH SCHOOL. CREWKERNE TOWN AND THE A30 IS APPROX 1 KM DISTANCE.","skippers.gourmet.manhole","343667","108806","Suppl"
"12079","MAIDEN NEWTON",".","Water Treatment Works","In Use","DT2 0AG","THE STATION IS LOCATED HALF A MILE NORTH OF THE DORCHESTER TO CREWKERNE A356 RD, AT A POINT HALF A MILE WEST OF MAIDEN NEWTON AT TOLLERFORD. THE ROUTE TO THE STATION FOLLOWS THE TOLLERFORD TO CHILFROME ROAD. ABOUT HALF A MILE ALONG AND TO THE EAST OF THE","pixel.gross.risk","359197","98251","Suppl"
"12080","MARKET LAVINGTON","RES (EASTERTON)","Water Treatment Works","In Use","SN10 4DS","FROM SALISBURY RING ROAD TAKE A360 TOWARD DEVIZES. AT CROSSROADS IN WEST LAVINGTON TAKE RIGHT TURN SIGNPOSTED MARKET LAVINGTON THE B3098. FOLLOW ROAD INTO MARKET LAVINGTON AND AT CENTRE OF VILLAGE TAKE RIGHT TURN INTO WHITE STREET. FOLLOW ROAD GOING ROUN","snake.petrified.parkland","402264","153580","Suppl"
"12081","MAUNDOWN",".","Water Treatment Works","In Use","TA4 2UN","TAKE B3227 (OLD A361) TAUNTON TO WIVELISCOMBE, TURN RIGHT AT TRAFFIC LIGHTS, UP HILL AND BEAR LEFT INTO SQUARE. THEN RIGHT TURNING FOR LANGLEY MARSH, DOWN HILL TO LEFT HAND BEND. AFTER APPROX 1 MILE PASS THROUGH VILLAGE AND CONTINUE UP HILL FOR APPROX AN","grumbling.limp.bravo","306376","129179","Suppl"
"12082","MERE",".","Water Treatment Works","In Use","BA12 6AU","TAKE THE A350 FROM POOLE TO IVY CROSS ROUNDABOUT IN SHAFTESBURY,THEN TAKE THE B308 FOR GILLINGHAM. ON REACHING GILLINGHAM TAKE THE RING ROAD AND FOLLOW SIGNSFOR MERE WHICH IS THE B3095. ON REACHING THE JUNCTION AT MERE, TURN RIGHT THROUGH THE TOWN AND AS","jetted.mush.rises","382131","132615","Suppl"
"12083","MIDFORD",".","Source","In Use","BA2 7DE","APPROACHING BATH ON THE A367 FROM THE DIRECTION OF RADSTOCK. PROCEED THROUGH PEASEDOWN ST JOHN UNTIL YOU COME TO A ROUNDABOUT AT ODD DOWN, TAKE RIGHT HAND EXIT WHICH IS THE A3062. AFTER ABOUT HALF A MILE YOU WILL COME TO TWO MINI ROUNDABOUTS TAKE RIGHT H","camp.daring.sling","376241","160420","Suppl"
"12084","MILBORNE WICK",".","Distribution Site","In Use","DT9 4PW","THE STATION IS LOCATED ALONGSIDE THE SHERBORNE TO LONDON BR MAINLINE AND LIES SOUTH OF THE HAMLET OF MILBORNE WICK (1/2 KM), MILBORNE PORT (A30) LIES 1 KM TO THE SW. THE SITE IS ON THE NORTH SIDE OF THE LINE. IF COMING FROM MILBORNE PORT, GO UNDER RAILWA","moderated.ticking.wimp","366842","120137","Suppl"
"12085","MILBOURNE",".","Water Treatment Works","In Use","SN16 9JF","TAKE THE A429 TO MALMESBURY AT THE ROUNDABOUT ON THE NORTH SIDE OF THE TOWN. TAKE THE RIGHT HAND EXIT WHICH IS THE B4040 THEN ALMOST IMMEDIATELY TURN RIGHT INTO MILBOURNE LANE. FOLLOW THIS ROAD AROUND A SHARP LEFT HAND BEND AND AFTER ABOUT 300 YDS YOU WI","employ.lookout.outlooks","394861","187640","Suppl"
"12086","MILBORNE ST ANDREW",".","Water Treatment Works","In Use","DT11 0LA","THE STATION IS LOCATED 5 KM NORTH OF THE PUDDLETOWN TO BLANDFORD A354 ROAD AT THE MILBORNE ST ANDREW TO MILTON ABBAS JUNCTION THE ROUTE TO THE STATION FOLLOWS THE MILTON ABBAS ROAD FOR 1 KM AND THE STATION LIES ALONGSIDE THE ROAD TO THE LEFT","heaven.hunches.trailers","380376","98281","Suppl"
"12087","MONKSWOOD","BATH","Source","In Use","BA1 8HG","TAKE A4 OUT OF BATH IN CHIPPENHAM DIRECTION AT LARGE JUNCTION ONTHE OUTSKIRTS OF BATH TURN LEFT ONTO THE A46 PROCEED ON THIS ROAD FOR ABOUT THREE AND A QUARTER MILES THEN TAKE RIGHT HAND TURN FOR ST CATHERINES. FOLLOW THIS ROAD FOR ABOUT ONE MILE AND YOU","define.ultra.toothpick","375985","171098","Suppl"
"12088","MOORBRAKE","MINEHEAD","Water Treatment Works","Abandoned","TA24 5RY","FROM MINEHEAD TOWN CENTRE - THE PARADE - TOWARDS SEA FRONT TURN LEFT TO BLENHEIM GARDENS PASS PLUME OF FEATHERS ON LEFT NEXT LEFT MARTLETT ROAD SIGNPOST TO NORTH HILL CONTINUE UP HILL ROUND LEFT HAND HAIRPIN BEND PAST ST MICHAELS CHURCH ON RIGHT AT BEGIN","heads.wash.derailed","295764","147293","Suppl"
"12089","NEWTON TONEY",".","Water Treatment Works","In Use","SP4 0BZ","FROM SALISBURY RING ROAD TAKE A30 ROAD TOWARDS ANDOVER AFTER PASSING UNDER RAILWAY BRIDGE YOU WILL COME TO A ROUNDABOUT TAKE THEFIRST LEFT FORK WHICH IS THE A338 FOR MARLBOROUGH PROCEED ALONG THIS ROAD UNTIL YOU REACH ALLINGTON WHEN YOU REACH A PUB CALLE","treaty.interrupt.butterfly","421192","139610","Suppl"
"12090","NEWTON MEADOWS",".","Source","In Use","BA1 3NB","APPROACHING BATH ON THE A4 FROM BRISTOL DIRECTION YOU WILL COME TO A SECTION OF DUAL CARRIAGEWAY AT THE END OF WHICH THERE ARE A SET OF TRAFFIC LIGHTS WITH A FILTER ROAD ON THE LEFT. TAKE THE FILTER ROAD AND AFTER ABOUT 150 YDS YOU WILL SEE A GAP IN THE","kind.grows.loser","371541","165984","Suppl"
"12091","BATHEASTON","NORTHEND","Distribution Site","In Use","BA1 7HN","TAKE A4 FROM BATH IN DIRECTION OF CHIPPENHAM. JUST AFTER ENTERING BATHEASTON YOU WILL SEE A ROAD GOING OFF TO THE LEFT SIGNPOSTED ST CATHERINES AND NORTH END. TURN LEFT UP THIS ROAD AND PROCEED ALONG FOR ABOUT THREE QUARTERS OF A MILE AND YOU WILL FIND T","slick.candle.slime","378018","168375","Suppl"
"12092","NUTSCALE",".","Source","In Use","TA24 8JS","TAKE A39 FROM MINEHEAD TOWARDS PORLOCK 1/2 MILE PAST ALLERFORD TURN LEFT FOR WEST LUCCOMBE 0.3 MILE TURN RIGHT SIGNPOSTED FILTERSTATION UP HILL NEXT JUCTION TAKE LEFT FORK (RIGHT FORK LEADS TO FILTER STATION) NARROW ROAD AND STEEP HILLS AT 1.6 MILES BOTT","doubts.emerald.squaring","286037","143280","Suppl"
"12093","OAKFORD FARM","FEWELLS WOOD SPRING TANK","Source","In Use","SN14 8AN","GO THROUGH BATHEASTON TOWARDS BATH. TURN RIGHT AT ANTIQUES SHOP ON LEFT SIGNPOSTED NORTHEND &amp; ST CATHERINES, GO UP HILL AND THROUGH VILLAGE PAST PUB ON LEFT. AFTER 1 MILE TURN RIGHT INTO WASHPOOL LANE. SITE IS 1 MILE FURTHER ALONG ON LEFT (NEAR TOP O","shrub.portfolio.universes","378398","169955","Suppl"
"12094","OKEFORD FITZPAINE","COOKWELL","Water Treatment Works","Abandoned","DT11 0RB","FROM POOLE TAKE THE A350 TO BLANDFORD LEAVE BLANDFORD BY-PASS ON THE A350/357 STURMINSTER NEWTON ROAD TURN LEFT AT TRAFFIC LIGHT OVER BRIDGE IN THE CENTRE OF SHILLINGSTONE TURN LEFT (OPPOSITE SCHOOL) INTO POPLAR HILL SIGNPOSTED OKEFORD FITZPAINE AFTER AB","jumped.brightens.extra","380959","110929","Suppl"
"12095","OTTERHEAD","ROYSTON WATER","Source","In Use","TA3 7EF","OTTERHEAD IS APPROX 8.5 MILES SOUTH OF TAUNTON TAKE ROAD TO BLAGDON HILL PAST FULWOOD FILTER STATION CONTINUE UP BLAGDON HILL TO CHURCHINFORD IN VILLAGE TURN SHARP LEFT CONTINUE 1 MILE TAKE LEFT TURN ENTRANCE TO PUMPING STATION IS ON LEFT 50 YDS FROM JUN","prosper.cowering.relate","322636","113229","Suppl"
"12096","MALMESBURY","PARK ROAD","Stream Support","Out of Service","SN16 0BU","TAKE A429 TO MALMESBURY AT FIRST ROUNDABOUT OUT TAKE LEFT EXIT INTO HIGH STREET. AT TOP OF HIGH STREET TURN LEFT INTO GLOUCESTER STREET. FOLLOW ROUND TO THE RIGHT INTO GLOUCESTER ROAD THIS TAKES YOU DOWN A HILL. YOU WILL THEN SEE A GARAGE ON THE LEFT. TU","moss.tropic.pokes","393000","187800","Suppl"
"12097","PENSELWOOD",".","Water Treatment Works","Abandoned","BA12 6PA","THE STATION IS LOCATED 1 KM EAST OF THE VILLAGE OF PENSELWOOD IN COOMBE STREET PENSELWOOD LIES 1 KM FROM THE WINCANTON TO BOURTON TRUNK ROAD (A303) THE JUNCTION TO PENSELWOOD ON THE A303 IS 5KM NE OF WINCANTON TAKE THE TURNING TO MEARE AND ZEALS, TURN LE","stung.mocking.headache","377132","131378","Suppl"
"12098","PITCOMBE",".","Water Treatment Works","Abandoned","BA10 0PE","THE STATION IS LOCATED IN MILL LANE PITCOMBE ALONGSIDE THE RIVER PITT MILL LANE CONNECTS TO THE SPARKFORD TO BRUTON ROAD (A359) AND THE SITE IS 400M FROM THIS JUNCTION. BRUTON IS 2 KM TO THE NE OF THE STATION","drifters.into.contrived","367301","132935","Suppl"
"12099","COMBE ST NICHOLAS","POLE RUE","Water Treatment Works","In Use","TA20 3LZ","THE STATION IS LOCATED IN POLE RUE LANE NR TO POLE RUE FARM THE SITE IS 500M WEST OF THE VILLAGE OF COMBE ST NICHOLAS AND 3KM NORTH WEST OF CHARD. CHARD IS SITUATED ON THE A30 ROAD","cove.storyline.timing","329582","111673","Suppl"
"12100","PORLOCK",".","Distribution Site","In Use","TA24 8HX","FILTER STATION 0.5 MILE SOUTH EAST OF PORLOCK VILLAGE A39 FROM MINEHEAD TO PORLOCK 0.5 MILE PAST ALLERFORD TURN LEFT FOR WEST LUCCOMBE 0.5 MILE TURN RIGHT UP HILL BEAR RIGHT AT NEXT JUNCTION FILTER STATION 50 YDS ON LEFT FILTER STATION SIGNPOSTED FROM A3","sketching.love.emulated","289185","146109","Suppl"
"12101","PORTESHAM",".","Water Treatment Works","In Use","DT3 4EY","CONTACT CONTROL ROOM TO GET LANDOWNERS DETAILS. THE STATION IS LOCATED 1/2 KM NORTH OF THE WEYMOUTH TO ABBOTS- BURY B3157 ROAD AT THE PORTESHAM TO WINTERBOURNE ABBAS JUNCTION THE ROUTE TO THE STATION FOLLOWS THE WINTERBOURNE ABBAS ROAD FOR1/2 KM NORTHWAR","vibrating.grounding.sketches","360536","86176","Suppl"
"12102","BATH","PRIMROSE HILL","Distribution Site","In Use","BA1 4BB","APPROACHING BATH ON A4 FROM BRISTOL YOU WILL COME TO A SECTION OF OVAL CARIAGEWAY AT THE END OF WHICH THERE IS A SET OF TRAFFIC LIGHTS WITH A FILTER ROAD TO THE LEFT. TAKE THE FILTER ROAD WHICH IS NEWBRIDGE ROAD. FOLLOW ALONG HERE THEN TAKE FIRST LEFT TU","economies.rider.degree","373332","166473","Suppl"
"12103","RODBOURNE",".","Water Treatment Works","In Use","SN16 0ES","TAKE THE A429 FROM CHIPPENHAM TOWARDS MALMESBURY, PAST HULLAVINGTON AIRFIELD. GO UNDER A RAILWAY BRIDGE AND ON TO NEXT VILLAGE (CORSTON). TURN RIGHT TOWARDS RODBOURNE (SIGN POSTED), DRIVE THROUGH VILLAGE TO A 'T' JUNCTION, TURN LEFT. THE SITE IS 200 YARD","competing.denoting.groups","393705","184044","Suppl"
"12104","SHAPWICK",".","Source","In Use","DT11 9LB","FROM POOLE TAKE A350 BLANDFORD ROAD AFTER LARGE ROUNDABOUT TAKE FIRST RIGHT TURN AT STURMINSTER MARSHALL FOLLOW ROAD FOR ABOUT TWO MILES AFTER CROSSING NARROW BRIDGE KEEP TO THE LEFT AT NEXT JUNCTION PROCEED THROUGH SHAPWICK VILLAGE AND ABOUT A FURTHER H","tweaked.pickup.tweaked","393262","102128","Suppl"
"12105","SHEPHERDS SHORE PS","..","Water Treatment Works","In Use","SN10 2LN","TAKE THE A361 NORTH EAST FROM DEVIZES TOWARD SWINDON THERE ARE VERY FEW DISTINCTIVE FEATURES TO ACT AS LANDMARKS ALONG THIS ROAD BUT YOU WILL FIND THE STATION ON THE LEFT HAND SIDE AFTER ABOUT THREE MILES","belts.blubber.dispensed","404794","166768","Suppl"
"12106","SHREWTON",".","Water Treatment Works","In Use","SP3 4EL","FROM SALISBURY RING ROAD TAKE A360 DEVIZES ROAD. PROCEED ALONG THIS ROAD UNTIL YOU REACH THE ROUNDABOUT WHERE THE A360 CROSSES THE A303. TURN LEFT ALONG THE A303 TO WINTERBOURNE STOKE. TAKE THE RIGHT TURN HERE AFTER ABOUT ONE AND A HALF MILES. ON A DOWN","passively.duck.darting","406204","143478","Suppl"
"12107","STAPLEY",".","Water Treatment Works","Sold","TA3 7QB","FROM TAUNTON TAKE TRULL ROAD TO BLAGDON HILL AT 4.7 MILES UP HILL ACROSS JUNCION TOWARDS CHURCHINGFORD PASS GOVERNMENT RADIO STATION ON RIGHT BEAR RIGHT AT NEXT JUNCTION 7.0 MILES FOR CHURCHSTANTON TAKE NEXT RIGHT SIGNPOSTED STAPLEY STRAIGHT AHEAD NEXT C","dots.broker.unicorns","319218","113910","Suppl"
"12108","STOCKWOOD","RADIO LINK KIOSK","Distribution Site","Sold","DT2 0NG","THE SITE IS LOCATED NEAR CHURCH FARM STOCKWOOD AND IS 0.5KM WEST OF MELBURY BUBB. ACCESS IS FROM THE YEOVIL TO DORCHESTER ROAD (A37) APPROX 600M FROM THE SITE YEOVIL IS 9 KM TO THE NORTH PLANT AND EQUIPMENT IS SITUATED BELOW AND DOWNSTREAM OF THE SPRINGS","radiates.shape.assess","359082","106887","Suppl"
"12109","STUBHAMPTON",".","Water Treatment Works","In Use","DT11 8JU","FROM BLANDFORD BY-PASS TURN RIGHT AT ROUNDABOUT PAST SUNRISE BUSINESS PARK SIGNPOSTED MELBURY ABBAS TURN RIGHT AT IWERNE MIN-STER/TARRANT GUNVILLE CROSSROADS AFTER ABOUT 2 MILES YOU ARRIVE AT THE VILLAGE OF STUBHAMPTON THE ROAD BENDS SHARPLY TO THE RIGHT","instead.munch.screamed","391461","114141","Suppl"
"12110","STURMINSTER MARSHALL",".","Water Treatment Works","In Use","BH21 4AJ","FROM POOLE TAKE A350 ROAD TO BLANDFORD FOLLOW THIS ROAD TO STUR-MINSTER MARSHALL GO THROUGH VILLAGE TO FAR END WHERE YOU WILL SEE BLACK HORSE PUB ON THE RIGHT YOU WILL FIND THE STATION ABOUT300 YDS PAST THE PUB ON THE RIGHT HAND SIDE","thud.adding.surpassed","393839","100384","Suppl"
"12111","SUTTON BINGHAM",".","Water Treatment Works","In Use","BA22 9QL","THE STATION IS SITUATED 4.5KM SOUTH OF YEOVIL AND 0.5KM WEST OF THE A37 YEOVIL TO DORCHESTER ROAD. THE STATION IS APPROACHED SOUTH FROM THE A37/A30 AND (YEOVIL TO CREWKERNE) JUNCTION FOR 2KM WHERE A MINOR ROAD LEADS SOUTH WEST FOR 1 KM TO A JUNCTION AND","dollar.impressed.quits","355664","111691","Suppl"
"12112","SUTTON POYNTZ",".","Water Treatment Works","In Use","DT3 6LT","THE STATION IS LOCATED 1 KM NORTH OF THE WEYMOUTH TO OSMINGTON A353 ROAD AT A POINT 2 KM WEST OF OSMINGTON THE ROUTE FOLLOWS AMINOR ROAD NORTHWARDS FROM THE A353 FOR 3/4 KM TO THE VILLAGE OFSUTTON POYNTZ THE STATION IS 100 M NORTH OF THE "SPRINGHEAD" PUB","hammocks.waltz.stray","370606","83933","Suppl"
"12113","TATWORTH","STOWELL MEAD","Water Treatment Works","In Use","TA20 2SF","THE STATION IS LOCATED IN FORTON LANE TATWORTH APPROX 1/2 KM FROM THE CHARD TO AXMINSTER ROAD (A358) TATWORTH STREET LINKS THE AXMINSTER ROAD WITH FORTON LANE CHARD ON THE A30 LIES 3 KM TO THE NORTH","recovery.spruced.tried","333260","106246","Suppl"
"12114","ROADWATER","TRAPHOLE BOOSTER","Distribution Site","In Use","TA23 0RJ","A39 WILLITON TO WASHFORD TURN LEFT IN WASHFORD FOR ROADWATER 0.5 MILE TAKE RIGHT FORK CONTINUE THROUGH ROADWATER 1.5 MILES PASS VILLAGE HALL AND "FLARE" FILLING STATION ON LEFT TAKE NEXT LEFT INTO NARROW LANE THEN RIGHT PUMPING STATION IS 0.6 MILE AHEAD","forwarded.tourist.whirlwind","303052","137533","Suppl"
"12115","TUCKING MILL",".","Water Treatment Works","In Use","BA2 7DB","APPROACHING BATH ON THE A367 FROM THE DIRECTION OF RADSTOCK PROCEED THROUGH PEASDOWN ST JOHN UNTIL YOU COME TO A NEW ROUNDABOUT AT "ODD DOWN PARK AND RIDE". GO STRAIGHT ON HERE TOWARDS BATH AND AT NEXT ROUNDABOUT TAKE RIGHT HAND EXIT WHICH IS THE A3062.","surely.estate.beats","376343","161665","Suppl"
"12116","ULWELL",".","Water Treatment Works","In Use","BH19 3DG","FROM WAREHAM BY-PASS TAKE A351 ROAD TO SWANAGE ON ENTERING CORFECASTLE TAKE THE LEFT FORK TO STUDLAND (B3351) FOLLOW THIS ROAD FOR ABOUT FOUR MILES THEN TURN RIGHT AT THE JUNCTION BY THE GOLF COURSE AT THE BOTTOM OF THE HILL IS ANOTHER JUNCTION TURN RIGH","sadly.fiery.coconuts","402084","81006","Suppl"
"12117","UPTON SCUDAMORE",".","Water Treatment Works","In Use","BA12 0AJ","FROM IVY CROSS ROUNDABOUT SHAFTESBURY TAKE A350 ROAD TO WARMINSTER. PROCEED ROUND WARMINSTER BY-PASS AND FOLLOW SIGNS FOR CHIPPENHAM. THIS IS STILL THE A350. THERE ARE TWO LEFT HAND TURNS FOR UPTON SCUDAMORE, IGNORE THE FIRST AND TURN LEFT AT THE SECOND","pokes.nursery.chains","386353","148348","Suppl"
"12118","WASHPOOL","MONKSWOOD","Water Treatment Works","In Use","BA1 8EX","TAKE A4 FROM BATH IN CHIPPENHAM DIRECTION. JUST AFTER ENTERING BATHEASTON YOU WILL SEE A ROAD GOING OFF TO THE LEFT SIGNPOSTED ST CATHERINES AND NORTHEND, TURN LEFT UP THIS ROAD. CARRY ON FOR ABOUT A MILE AND A QUARTER THEN YOU WILL COME TO A RIGHT HAND","impulses.vets.bulletins","378271","169335","Suppl"
"12119","WATERLOO FARM",".","Water Treatment Works","In Use","TA16 5QS","THE STATION IS LOCATED NEAR TO WATERLOO FARM AND LIES 1KM NORTH OF THE VILLAGE OF MERRIOTT THE SITE IS APPROACHED FROM CHURCH STREET. FROM CHURCH STREET TURN LEFT, BY CHURCH, INTO SANDY HOLE. FOLLOW ROAD UNTIL COME TO TURNING ON RIGHT SIGNED 'SOCKETY FAR","describe.dispensed.sends","344129","113887","Suppl"
"12120","WATERROW",".","Water Treatment Works","Sold","TA4 2AU","FROM WIVELISCOMBE TAKE B3227 (WAS A361) TOWARDS BAMPTON AT 2.1 MILES CAFE AND CAR PARK ON LEFT TAKE SHARP LEFT TURN AT CAFE TREATMENT HOUSE AND SERVICE RESERVOIR 100M ON LEFT","flaked.inclines.jogging","305722","125787","Suppl"
"12121","BRIDPORT","WATFORD BRIDGE FLOW METER KIOSK","Distribution Site","Sold","DT6 5PN","THE STATION IS LOCATED 3/4 KM WEST OF THE BRIDPORT TO BEAM- INSTER A3066 ROAD AT A POINT 1/2 KM NORTH OF BRADPOLE THE ROUTE FROM THE A3066 FOLLOWS A MINOR ROAD WEST TO DOTTERY FOR 3/4 KM AND THE STATION LIES ALONGSIDE THE SOUTH SIDE OF THE ROAD WEST BEFO","emblem.cheat.severe","347179","94872","Suppl"
"12122","CLAPTON","WAYFORD SPRING","Water Treatment Works","Abandoned","TA18 8QN","THE SITE IS LOCATED OFF DUNSHAM LANE CLAPTON AND IS 700M FROM THE CREWKERNE TO AXMINSTER ROAD (B3165) CREWKERNE IS 3KM TO THE NE OF THE SITE","aimed.rams.compose","340957","107170","Suppl"
"12123","WESTBURY","WELLHEAD","Distribution Site","In Use","BA13 3PT","FROM IVY CROSS ROUNDABOUT SHAFTESBURY TAKE A350 ROAD TO WARMINSTER. PROCEED AROUND WARMINSTER BY-PASS AND FOLLOW SIGNS FOR CHIPPENHAM, THIS IS STILL THE A350. FOLLOW THIS ROAD TO THE OUTSKIRTS OF WESTBURY. AS YOU ENTER WESTBURY TAKE THE FIRST TURNING RIG","straw.coaching.intestine","387665","150073","Suppl"
"12124","WEST LULWORTH","LULWORTH","Water Treatment Works","Sold","BH20 5RH","FROM WAREHAM BY-PASS TAKE A352 ROAD TOWARD DORCHESTER ON REACH- ING LEVEL CROSSING AT WOOL TURN LEFT ONTO THE B3071 FOLLOW THIS ROAD TO ITS CONCLUSION AT THE CARPARK AT LULWORTH COVE THE STATION IS SITUATED ABOUT 200 YDS DOWN THE SMALL ROAD WHICH LEADS T","birthing.extremes.pricier","382362","79948","Suppl"
"12125","WESTLEIGH","LYDEARD ST LAWRENCE TELEMETRY STATION","Distribution Site","Sold","TA4 3RE","FROM BISHOPS LYDEARD TAKE A358 TOWARDS WILLITON AT 1 MILE PAST ROAD TO STATION TAKE LEFT TURN UNDER RAILWAY BRIDGE CONTINUE 2.0 MILES TURN LEFT BEFORE FRIENDSHIP INN CONTINUE THROUGH PYLEIGH PUMPING STATION ON RHS ON OUTSKIRTS OF WEST LEIGH APP 1 MILE FR","interlude.less.papers","311959","130614","Suppl"
"12126","BATH","WESTON TANK","Distribution Site","In Use","BA1 4LJ","APPROACHING BATH ON THE A4 FROM BRISTOL DIRECTION YOU WILL COME TO A SECTION OF DUAL CARRIAGEWAY AT THE END OF WHICH THERE IS A SET OF TRAFFIC LIGHTS WITH A FILTER ROAD ON THE LEFT. TAKE THE FILTER ROAD PAST THE PARK AND RIDE BUS AREA.TAKE THE NEXT LEFT","noble.vocal.rides","371701","167525","Suppl"
"12127","WHEDDON CROSS","CUTCOMBE","Distribution Site","In Use","TA24 7AR","A396 DUNSTER TO WHEDDON CROSS AT WHEDDON CROSS TURN LEFT ON UNCLASSIFIED ROAD TO RALEIGH'S CROSS AND TAUNTON LAYBY AND SITE ON RIGHT AT 0.3 MILES GOIN UP HILL. WILL SEE GREEN PAINTED RES. ON RIGHT WITH STATION NEXT TO IT. | SITE WAS A WTW NOW IT HOUSES C","case.incensed.punctual","292817","138355","Suppl"
"12128","WIDDENHAM","SPRING","Distribution Site","In Use","SN14 8EN","TAKE A4 BATH IN THE DIRECTION OF CHIPPENHAM. AFTER ABOUT SIX MILE YOU WILL REACH BOX. AS YOU GO UP BOX HILL YOU WILL SEE A VERY SMALL ROAD GOING OFF TO THE LEFT WITH A VEHICLE RESTRICTED ACCESS SIGN TURN DOWN HERE WITH CARE AS IT IS EXTREMLY NARROW. FOLL","senders.shin.shopper","383823","170837","Suppl"
"12129","WIMBLEBALL","SOUTH WEST WATER","Source","In Use","TA4 2DS","ON B3910 WATCHET TO BAMPTON MAIN ROAD 1.4 MILES WEST OF UPTON VILLAGE ENTRANCE GATE IS ON RIGHT AT END OF LONG STRAIGHT IMMEDIATELY BEFORE LEFT BEND","harshest.migrate.uniforms","296674","129316","Suppl"
"12130","WINTERBOURNE ABBAS","KINGSTON RUSSELL","Water Treatment Works","Out of Service","DT2 9EB","THE STATION IS LOCATED 2 1/2 KM WEST OF WINTERBOURNE ABBAS ALONGSIDE THE SOUTH SIDE OF THE DORCHESTER TO BRIDPORT A35 ROAD THE STATION IS APPROACHED BY A TRACKWAY WHICH LEADS FIRST TO A PROP-ERTY (WELLBOTTOM LODGE) AND THEN 100M FURTHER ON TO THE STATION","kind.global.songbirds","359135","90501","Suppl"
"12131","WOOLCOMBE","BOOSTER","Distribution Site","In Use","DT2 0NJ","THE SITES ARE LOCATED 200M NORTH OF HAYDON LANE WHICH CONNECTS TO HOLYWELL CROSS ON THE YEOVIL TO DORCHESTER ROAD (A37) ONE SPRING ORIGINATES IN THE EVERSHOT BR TUNNEL WHILST THE OTHER ISSUES FROM A PLANTATION (SPRING PONDS) HOLYWELL CROSS IS LOCATED 12K","vaulting.guitars.essay","360002","104877","Suppl"
"12132","WYLYE",".","Water Treatment Works","In Use","BA12 0RT","FROM SALISBURY RING ROAD TAKE A36 ROAD TOWARD WARMINSTER PROCEEDING THROUGH WILTON SOUTH NEWTON AND STAPLEFORD UNTIL YOU REACH THE JUNCTION OF THE A303 HERE TAKE THE SLIP ROAD AND FOLLOW THE SIGNS FOR WYLYE ON ENTERING WYLYE FOLLOW THE SIGNS DINTON THIS","books.focal.grudging","401064","137348","Suppl"
"12133","SALISBURY","WYNDHAM ROAD","Water Treatment Works","Abandoned","SP1 3AH","FROM CHURCHILL WAY ROUNDABOUT ON SALISBURY RING ROAD TURN INTO CASTLE STREET TAKE SECOND TURNING LEFT INTO WYNDHAM ROAD AND STATION IS SITUATED IN THE CAR PARK OF SALISBURY DISTRICT COUNCIL OFFICES ABOUT 200 YDS ALONG ON THE LEFT HAND SIDE","front.home.lists","414621","130694","Suppl"
"12134","YATESBURY",".","Water Treatment Works","In Use","SN11 8YL","LEAVE CALNE ON THE A4 TRAVELLING EAST AFTER ABOUT FOUR MILES YOU WILL COME TO A LEFT HAND TURN SIGNPOSTED YATESBURY. CARRY STRAIGHT ON FOR A FURTHER 200 YDS AND YOU WILL SEE A LARGE TUBULAR METAL GATE ON YOUR LEFT. THE TRACK FROM THIS GATE LEADS TO THE S","limelight.denoting.luxury","406094","170264","Suppl"
"12135","DURRINGTON","TREATED","Water Treatment Works","In Use","SP4 8BH","FROM SALISBURY TAKE THE A345 TO AMESBURY THEN STAY ON THE A435 TO THE STOPNEHENGE INN ROUNDABOUT. TURN LEFT ON TO THE DRIVE FORAPPROX 200 YARDS TURN LEFT INTO THE CONCRETE DRIVEWAY.","schematic.heave.disputes","414890","144008","Suppl"
"12136","WINTERBOURNE",".","Private Distribution Site","In Use","SP5 1ST","","domestic.shepherdess.mulls","420500","133600","Suppl"
"12137","BATH","HOLLIES LANE","Distribution Site","In Use","BA1 8ER","TAKE THE A4 OUT OF BATH IN THE CHIPPENHAM DIRECTION. JUST AFTER ENTERING BATHEASTON TAKE TURNING TO LEFT SIGNED ST CATHERINES & NORTHEND. CONTINUE UP THIS ROAD ENTERING ROAD MARKED UNSUITABLE FOR LARGE VEHICLES. THEN TAKE LEFT TURN MARKED HOLLIES LANE. A","devalued.shoppers.earliest","377920","169150","Suppl"
"12139","FEWELLS WOOD","SPRING","Source","In Use","BA1 8HA","GO THROUGH BATHEASTON TOWARDS BATH. TURN RIGHT AT ANTIQUES SHOP ON LEFT SIGNPOSTED NORTHEND & ST CATHERINES, GO UP HILL AND THROUGH VILLAGE PAST PUB ON LEFT. AFTER 1 MILE TURN LEFT TOWARDS ST CATHERINES. SITE IS 1 MILE FURTHER ALONG ON RIGHT JUST BEFORE","thumbnail.dragonfly.before","378045","170269","Suppl"
